sample_id,token_count,path_count,unique_colors,has_gradient,has_css_class,has_js,has_defs,valid_xml
yd-vector-000000.tar::1001280.svg,149,1,0,False,False,False,False,True
yd-vector-000000.tar::1001281.svg,479,1,3,False,False,False,False,True
yd-vector-000000.tar::1001282.svg,162,3,0,False,False,False,False,True
yd-vector-000000.tar::1001283.svg,688,2,0,False,False,False,False,True
yd-vector-000000.tar::1001284.svg,1608,12,7,False,False,False,False,True
yd-vector-000000.tar::1001285.svg,1222,1,1,True,False,False,True,True
yd-vector-000000.tar::1001286.svg,1545,1,2,False,False,False,True,True
yd-vector-000000.tar::1001287.svg,819,10,5,False,False,False,False,True
yd-vector-000000.tar::1001288.svg,2490,4,1,False,True,False,True,True
yd-vector-000000.tar::1001289.svg,202,1,1,False,False,False,False,True
yd-vector-000000.tar::100129.svg,2991,16,5,True,False,False,True,True
yd-vector-000000.tar::1001290.svg,684,1,1,False,False,False,False,True
yd-vector-000000.tar::1001291.svg,547,0,1,False,False,False,False,True
yd-vector-000000.tar::1001292.svg,394,2,0,False,False,False,False,True
yd-vector-000000.tar::1001293.svg,305,1,0,False,False,False,False,True
yd-vector-000000.tar::1001294.svg,2196,18,1,True,False,False,False,True
yd-vector-000000.tar::1001295.svg,210,2,1,False,False,False,False,True
yd-vector-000000.tar::1001296.svg,1484,3,1,False,False,False,False,True
yd-vector-000000.tar::1001297.svg,720,1,6,False,True,False,True,True
yd-vector-000000.tar::1001298.svg,644,5,4,False,False,False,False,True
yd-vector-000000.tar::1001299.svg,420,1,2,False,False,False,False,True
yd-vector-000000.tar::10013.svg,1042,10,2,False,False,False,False,True
yd-vector-000000.tar::100130.svg,1133,2,4,True,False,False,True,True
yd-vector-000000.tar::1001300.svg,270,1,1,False,False,False,False,True
yd-vector-000000.tar::1001301.svg,1384,1,0,False,False,False,False,True
yd-vector-000000.tar::1001302.svg,1011,2,0,False,False,False,False,True
yd-vector-000000.tar::1001303.svg,442,1,0,False,False,False,False,True
yd-vector-000000.tar::1001304.svg,391,1,0,False,True,False,True,True
yd-vector-000000.tar::1001305.svg,598,1,0,False,False,False,False,True
yd-vector-000000.tar::1001306.svg,190,1,1,False,False,False,False,True
yd-vector-000000.tar::1001307.svg,374,1,1,False,False,False,True,True
yd-vector-000000.tar::1001308.svg,424,4,3,False,False,False,False,True
yd-vector-000000.tar::1001309.svg,391,1,0,False,False,False,False,True
yd-vector-000000.tar::100131.svg,295,2,2,False,False,False,False,True
yd-vector-000000.tar::1001310.svg,4445,7,1,True,False,False,True,True
yd-vector-000000.tar::1001311.svg,106,1,0,False,False,False,False,True
yd-vector-000000.tar::1001312.svg,1512,5,3,False,False,False,True,True
yd-vector-000000.tar::1001313.svg,269,0,1,False,True,False,False,True
yd-vector-000000.tar::1001314.svg,1551,1,0,False,False,False,False,True
yd-vector-000000.tar::1001315.svg,982,1,1,False,False,False,False,True
yd-vector-000000.tar::1001316.svg,410,2,1,True,False,False,True,True
yd-vector-000000.tar::1001317.svg,1131,5,0,False,False,False,False,True
yd-vector-000000.tar::1001318.svg,290,2,3,False,False,False,False,True
yd-vector-000000.tar::1001319.svg,1781,4,1,False,False,False,True,True
yd-vector-000000.tar::100132.svg,245,2,0,False,False,False,False,True
yd-vector-000000.tar::1001320.svg,4070,27,16,False,False,False,False,True
yd-vector-000000.tar::1001321.svg,637,3,3,False,False,False,False,True
yd-vector-000000.tar::1001322.svg,524,6,5,False,False,False,False,True
yd-vector-000000.tar::1001323.svg,2957,24,11,False,False,False,False,True
yd-vector-000000.tar::1001324.svg,638,1,0,False,False,False,False,True
yd-vector-000000.tar::1001325.svg,651,2,0,False,True,False,True,True
yd-vector-000000.tar::1001326.svg,302,0,0,False,True,False,True,True
yd-vector-000000.tar::1001327.svg,1431,8,5,False,True,False,True,True
yd-vector-000000.tar::1001328.svg,215,1,2,False,False,False,False,True
yd-vector-000000.tar::1001329.svg,2965,2,1,False,False,False,False,True
yd-vector-000000.tar::100133.svg,802,1,0,False,False,False,False,True
yd-vector-000000.tar::1001330.svg,318,1,0,False,False,False,False,True
yd-vector-000000.tar::1001331.svg,5608,5,4,True,False,False,True,True
yd-vector-000000.tar::1001332.svg,1449,2,6,False,False,False,False,True
yd-vector-000000.tar::1001333.svg,2025,3,3,True,False,False,True,True
yd-vector-000000.tar::1001334.svg,54,1,0,False,False,False,False,True
yd-vector-000000.tar::1001335.svg,613,1,1,False,False,False,False,True
yd-vector-000000.tar::1001336.svg,2348,6,3,True,False,False,True,True
yd-vector-000000.tar::1001337.svg,1094,1,1,True,False,False,False,True
yd-vector-000000.tar::1001338.svg,495,1,1,False,True,False,True,True
yd-vector-000000.tar::1001339.svg,101,1,1,False,False,False,False,True
yd-vector-000000.tar::100134.svg,541,1,1,False,False,False,False,True
yd-vector-000000.tar::1001340.svg,443,0,2,False,False,False,False,True
yd-vector-000000.tar::1001341.svg,154,1,0,False,False,False,False,True
yd-vector-000000.tar::1001342.svg,161,1,0,False,False,False,False,True
yd-vector-000000.tar::1001343.svg,494,1,0,False,False,False,False,True
yd-vector-000000.tar::1001344.svg,784,2,2,False,False,False,False,True
yd-vector-000000.tar::1001345.svg,2732,4,4,False,False,False,False,True
yd-vector-000000.tar::1001346.svg,602,2,2,False,False,False,True,True
yd-vector-000000.tar::1001347.svg,414,1,0,False,False,False,False,True
yd-vector-000000.tar::1001348.svg,1086,5,3,False,False,False,False,True
yd-vector-000000.tar::1001349.svg,230,0,2,False,True,False,True,True
yd-vector-000000.tar::100135.svg,556,1,0,False,False,False,False,True
yd-vector-000000.tar::1001350.svg,423,1,0,False,False,False,False,True
yd-vector-000000.tar::1001351.svg,226,2,0,False,False,False,False,True
yd-vector-000000.tar::1001352.svg,960,4,3,True,False,False,True,True
yd-vector-000000.tar::1001353.svg,246,1,0,False,False,False,False,True
yd-vector-000000.tar::1001354.svg,741,4,1,False,False,False,False,True
yd-vector-000000.tar::1001355.svg,4154,27,16,False,False,False,False,True
yd-vector-000000.tar::1001356.svg,1448,1,2,False,True,False,False,True
yd-vector-000000.tar::1001357.svg,539,1,1,False,False,False,False,True
yd-vector-000000.tar::1001358.svg,144,1,0,False,False,False,False,True
yd-vector-000000.tar::1001359.svg,243,2,0,False,False,False,False,True
yd-vector-000000.tar::100136.svg,2765,4,4,False,False,False,False,True
yd-vector-000000.tar::1001360.svg,465,2,1,False,False,False,False,True
yd-vector-000000.tar::1001361.svg,809,2,0,False,False,False,False,True
yd-vector-000000.tar::1001362.svg,775,5,2,False,False,False,False,True
yd-vector-000000.tar::1001363.svg,3257,13,3,False,True,False,False,True
yd-vector-000000.tar::1001364.svg,378,1,0,False,False,False,False,True
yd-vector-000000.tar::1001365.svg,560,1,1,False,False,False,True,True
yd-vector-000000.tar::1001366.svg,574,17,1,False,True,False,True,True
yd-vector-000000.tar::1001367.svg,125,2,0,False,False,False,False,True
yd-vector-000000.tar::1001368.svg,235,1,0,False,False,False,False,True
yd-vector-000000.tar::1001369.svg,4188,10,1,False,True,False,True,True
yd-vector-000000.tar::100137.svg,203,1,0,False,False,False,False,True
yd-vector-000000.tar::1001370.svg,125,1,0,False,False,False,False,True
yd-vector-000000.tar::1001371.svg,394,1,0,False,False,False,False,True
yd-vector-000000.tar::1001372.svg,243,2,1,False,False,False,False,True
yd-vector-000000.tar::1001373.svg,143,1,0,False,False,False,False,True
yd-vector-000000.tar::1001374.svg,690,10,7,True,False,False,True,True
yd-vector-000000.tar::1001375.svg,457,1,1,False,False,False,False,True
yd-vector-000000.tar::1001376.svg,205,1,0,False,False,False,False,True
yd-vector-000000.tar::1001377.svg,974,1,0,False,False,False,False,True
yd-vector-000000.tar::1001378.svg,598,2,0,False,False,False,False,True
yd-vector-000000.tar::1001379.svg,3555,10,2,False,False,False,False,True
yd-vector-000000.tar::100138.svg,3883,10,5,True,True,False,True,True
yd-vector-000000.tar::1001380.svg,126,1,1,False,False,False,False,True
yd-vector-000000.tar::1001381.svg,4214,27,16,False,False,False,False,True
yd-vector-000000.tar::1001382.svg,769,1,1,False,False,False,False,True
yd-vector-000000.tar::1001383.svg,762,4,1,False,False,False,False,True
yd-vector-000000.tar::1001384.svg,1506,1,1,False,False,False,False,True
yd-vector-000000.tar::1001385.svg,115,1,0,False,False,False,False,True
yd-vector-000000.tar::1001386.svg,634,3,3,False,True,False,True,True
yd-vector-000000.tar::1001387.svg,3113,1,1,False,False,False,False,True
yd-vector-000000.tar::1001388.svg,4613,14,12,False,False,False,False,True
yd-vector-000000.tar::1001389.svg,197,1,1,False,False,False,False,True
yd-vector-000000.tar::100139.svg,425,1,0,False,False,False,False,True
yd-vector-000000.tar::1001390.svg,530,2,0,False,False,False,False,True
yd-vector-000000.tar::1001391.svg,4932,0,5,False,False,False,True,True
yd-vector-000000.tar::1001392.svg,5133,21,4,False,False,False,False,True
yd-vector-000000.tar::1001393.svg,6716,37,9,False,True,False,False,True
yd-vector-000000.tar::1001394.svg,229,0,4,False,True,False,False,True
yd-vector-000000.tar::1001395.svg,580,2,5,True,False,False,True,True
yd-vector-000000.tar::1001396.svg,383,1,0,False,False,False,False,True
yd-vector-000000.tar::1001397.svg,1307,4,1,False,False,False,False,True
yd-vector-000000.tar::1001398.svg,292,1,3,False,False,False,False,True
yd-vector-000000.tar::1001399.svg,60,1,0,False,False,False,False,True
yd-vector-000000.tar::10014.svg,268,0,5,False,False,False,True,True
yd-vector-000000.tar::100140.svg,925,4,4,True,False,False,True,True
yd-vector-000000.tar::1001400.svg,341,1,0,False,False,False,False,True
yd-vector-000000.tar::1001401.svg,208,2,0,False,True,False,True,True
yd-vector-000000.tar::1001402.svg,767,1,0,False,False,False,False,True
yd-vector-000000.tar::1001403.svg,370,1,0,False,False,False,False,True
yd-vector-000000.tar::1001404.svg,3112,18,9,False,True,False,False,True
yd-vector-000000.tar::1001405.svg,867,2,0,False,False,False,False,True
yd-vector-000000.tar::1001406.svg,469,2,0,False,False,False,False,True
yd-vector-000000.tar::1001407.svg,1306,5,4,False,False,False,False,True
yd-vector-000000.tar::1001408.svg,3429,7,6,False,False,False,False,True
yd-vector-000000.tar::1001409.svg,1113,1,2,False,False,False,True,True
yd-vector-000000.tar::100141.svg,209,1,0,False,False,False,False,True
yd-vector-000000.tar::1001410.svg,387,1,1,False,False,False,False,True
yd-vector-000000.tar::1001411.svg,5089,13,0,False,False,False,True,True
yd-vector-000000.tar::1001412.svg,3402,2,2,True,False,False,True,True
yd-vector-000000.tar::1001413.svg,653,4,1,False,True,False,True,True
yd-vector-000000.tar::1001414.svg,187,1,0,False,False,False,False,True
yd-vector-000000.tar::1001415.svg,416,1,2,False,False,False,False,True
yd-vector-000000.tar::1001416.svg,377,1,1,False,False,False,False,True
yd-vector-000000.tar::1001417.svg,1154,3,2,False,False,False,True,True
yd-vector-000000.tar::1001418.svg,2816,6,3,True,False,False,False,True
yd-vector-000000.tar::1001419.svg,1128,5,1,False,False,False,False,True
yd-vector-000000.tar::100142.svg,458,1,0,False,False,False,False,True
yd-vector-000000.tar::1001420.svg,744,4,0,False,False,False,False,True
yd-vector-000000.tar::1001421.svg,587,2,2,True,True,False,True,True
yd-vector-000000.tar::1001422.svg,2443,4,6,True,False,False,True,True
yd-vector-000000.tar::1001423.svg,2971,23,3,False,False,False,False,True
yd-vector-000000.tar::1001424.svg,851,2,4,False,True,False,False,True
yd-vector-000000.tar::1001425.svg,940,7,5,False,False,False,False,True
yd-vector-000000.tar::1001426.svg,213,0,3,False,True,False,True,True
yd-vector-000000.tar::1001427.svg,162,2,1,False,False,False,False,True
yd-vector-000000.tar::1001428.svg,419,1,1,False,False,False,False,True
yd-vector-000000.tar::1001429.svg,46,1,1,False,False,False,False,True
yd-vector-000000.tar::100143.svg,353,1,0,False,False,False,False,True
yd-vector-000000.tar::1001430.svg,1428,1,1,False,False,False,False,True
yd-vector-000000.tar::1001431.svg,189,1,0,False,True,False,True,True
yd-vector-000000.tar::1001432.svg,2687,5,3,False,False,False,False,True
yd-vector-000000.tar::1001433.svg,339,4,2,False,False,False,False,True
yd-vector-000000.tar::1001434.svg,915,1,0,False,False,False,False,True
yd-vector-000000.tar::1001435.svg,409,1,1,False,True,False,True,True
yd-vector-000000.tar::1001436.svg,224,1,2,False,True,False,True,True
yd-vector-000000.tar::1001437.svg,56,1,0,False,False,False,False,True
yd-vector-000000.tar::1001438.svg,463,1,0,False,False,False,False,True
yd-vector-000000.tar::1001439.svg,602,1,0,False,True,False,False,True
yd-vector-000000.tar::100144.svg,1023,5,3,False,False,False,True,True
yd-vector-000000.tar::1001440.svg,933,4,0,False,False,False,False,True
yd-vector-000000.tar::1001441.svg,520,0,2,False,True,False,True,True
yd-vector-000000.tar::1001442.svg,386,1,0,False,False,False,False,True
yd-vector-000000.tar::1001443.svg,864,5,1,False,False,False,False,True
yd-vector-000000.tar::1001444.svg,1710,5,4,False,True,False,False,True
yd-vector-000000.tar::1001445.svg,298,1,1,False,False,False,False,True
yd-vector-000000.tar::1001446.svg,4082,11,1,False,True,False,True,True
yd-vector-000000.tar::1001447.svg,557,1,0,False,False,False,False,True
yd-vector-000000.tar::1001448.svg,422,2,1,False,False,False,True,True
yd-vector-000000.tar::1001449.svg,551,1,0,False,False,False,False,True
yd-vector-000000.tar::100145.svg,702,1,0,False,False,False,False,True
yd-vector-000000.tar::1001450.svg,1489,14,5,False,False,False,True,True
yd-vector-000000.tar::1001451.svg,311,1,0,False,False,False,False,True
yd-vector-000000.tar::1001452.svg,198,1,0,False,False,False,False,True
yd-vector-000000.tar::1001453.svg,471,1,0,False,False,False,False,True
yd-vector-000000.tar::1001454.svg,308,2,2,False,False,False,False,True
yd-vector-000000.tar::1001455.svg,661,4,2,False,True,False,True,True
yd-vector-000000.tar::1001456.svg,547,1,1,False,False,False,False,True
yd-vector-000000.tar::1001457.svg,194,1,1,False,False,False,False,True
yd-vector-000000.tar::1001458.svg,3419,13,4,True,False,False,True,True
yd-vector-000000.tar::1001459.svg,328,1,0,False,True,False,False,True
yd-vector-000000.tar::100146.svg,1123,14,3,False,False,False,False,True
yd-vector-000000.tar::1001460.svg,442,2,1,False,False,False,False,True
yd-vector-000000.tar::1001461.svg,503,1,0,False,True,False,True,True
yd-vector-000000.tar::1001462.svg,511,1,0,False,False,False,False,True
yd-vector-000000.tar::1001463.svg,4783,14,5,False,True,False,False,True
yd-vector-000000.tar::1001464.svg,300,1,0,False,False,False,False,True
yd-vector-000000.tar::1001465.svg,351,2,2,False,False,False,False,True
yd-vector-000000.tar::1001466.svg,126,1,0,False,False,False,False,True
yd-vector-000000.tar::1001467.svg,759,1,5,False,True,False,False,True
yd-vector-000000.tar::1001468.svg,1319,1,1,False,False,False,True,True
yd-vector-000000.tar::1001469.svg,253,1,1,False,False,False,False,True
yd-vector-000000.tar::100147.svg,399,1,0,False,True,False,True,True
yd-vector-000000.tar::1001470.svg,3143,14,6,False,False,False,False,True
yd-vector-000000.tar::1001471.svg,1307,8,7,False,False,False,False,True
yd-vector-000000.tar::1001472.svg,1062,9,3,False,True,False,True,True
yd-vector-000000.tar::1001473.svg,2058,14,6,False,False,False,True,True
yd-vector-000000.tar::1001474.svg,633,5,3,False,True,False,True,True
yd-vector-000000.tar::1001475.svg,1525,2,2,False,True,False,True,True
yd-vector-000000.tar::1001476.svg,154,1,0,False,False,False,False,True
yd-vector-000000.tar::1001477.svg,264,1,1,False,False,False,True,True
yd-vector-000000.tar::1001478.svg,1187,5,3,False,False,False,False,True
yd-vector-000000.tar::1001479.svg,775,1,0,False,False,False,False,True
yd-vector-000000.tar::100148.svg,925,3,3,False,False,False,False,True
yd-vector-000000.tar::1001480.svg,506,2,2,False,False,False,False,True
yd-vector-000000.tar::1001481.svg,696,4,3,False,True,False,False,True
yd-vector-000000.tar::1001482.svg,349,0,2,True,True,False,True,True
yd-vector-000000.tar::1001483.svg,147,6,0,False,False,False,False,True
yd-vector-000000.tar::1001485.svg,677,4,6,False,False,False,False,True
yd-vector-000000.tar::1001486.svg,3445,23,14,False,False,False,False,True
yd-vector-000000.tar::1001487.svg,984,3,3,False,False,False,False,True
yd-vector-000000.tar::1001488.svg,125,1,0,False,False,False,False,True
yd-vector-000000.tar::1001489.svg,1586,6,5,False,False,False,False,True
yd-vector-000000.tar::100149.svg,561,1,2,False,False,False,False,True
yd-vector-000000.tar::1001490.svg,4393,30,18,False,False,False,False,True
yd-vector-000000.tar::1001491.svg,175,2,1,False,False,False,False,True
yd-vector-000000.tar::1001492.svg,2562,1,0,False,True,False,True,True
yd-vector-000000.tar::1001493.svg,989,4,4,False,False,False,False,True
yd-vector-000000.tar::1001494.svg,4308,1,3,False,False,False,False,True
yd-vector-000000.tar::1001495.svg,4924,21,2,True,True,False,True,True
yd-vector-000000.tar::1001496.svg,797,2,0,False,True,False,True,True
yd-vector-000000.tar::1001497.svg,1197,7,2,False,False,False,True,True
yd-vector-000000.tar::1001498.svg,380,1,1,False,False,False,False,True
yd-vector-000000.tar::1001499.svg,82,3,0,False,False,False,False,True
yd-vector-000000.tar::10015.svg,2513,4,3,False,False,False,False,True
yd-vector-000000.tar::100150.svg,174,1,0,False,False,False,False,True
yd-vector-000000.tar::1001500.svg,482,0,0,False,False,False,False,True
yd-vector-000000.tar::1001501.svg,148,1,0,False,False,False,False,True
yd-vector-000000.tar::1001502.svg,3889,27,16,False,False,False,False,True
yd-vector-000000.tar::1001503.svg,233,2,0,False,False,False,False,True
yd-vector-000000.tar::1001504.svg,363,1,0,False,False,False,False,True
yd-vector-000000.tar::1001505.svg,1711,25,4,False,False,False,False,True
yd-vector-000000.tar::1001506.svg,1031,3,0,False,False,False,False,True
yd-vector-000000.tar::1001507.svg,209,1,0,False,False,False,False,True
yd-vector-000000.tar::1001508.svg,4189,27,16,False,False,False,False,True
yd-vector-000000.tar::1001509.svg,2299,4,4,False,False,False,True,True
yd-vector-000000.tar::100151.svg,316,2,0,False,False,False,False,True
yd-vector-000000.tar::1001510.svg,5298,16,2,False,False,False,True,True
yd-vector-000000.tar::1001511.svg,3800,27,16,False,False,False,False,True
yd-vector-000000.tar::1001512.svg,485,1,1,False,False,False,False,True
yd-vector-000000.tar::1001513.svg,228,1,2,False,False,False,False,True
yd-vector-000000.tar::1001514.svg,216,1,0,False,False,False,False,True
yd-vector-000000.tar::1001515.svg,897,1,2,False,True,False,False,True
yd-vector-000000.tar::1001516.svg,2195,7,1,False,False,False,False,True
yd-vector-000000.tar::1001517.svg,905,1,1,True,False,False,False,True
yd-vector-000000.tar::1001518.svg,4085,11,4,False,False,False,True,True
yd-vector-000000.tar::1001519.svg,450,2,1,False,True,False,False,True
yd-vector-000000.tar::100152.svg,266,1,0,False,False,False,False,True
yd-vector-000000.tar::1001520.svg,797,1,1,False,False,False,False,True
yd-vector-000000.tar::1001521.svg,929,1,0,False,False,False,False,True
yd-vector-000000.tar::1001522.svg,696,2,2,False,False,False,True,True
yd-vector-000000.tar::1001523.svg,5324,12,0,False,False,False,False,True
yd-vector-000000.tar::1001524.svg,160,1,1,False,False,False,False,True
yd-vector-000000.tar::1001525.svg,1383,10,5,False,True,False,False,True
yd-vector-000000.tar::1001526.svg,1991,11,2,True,True,False,False,True
yd-vector-000000.tar::1001527.svg,159,0,1,False,False,False,True,True
yd-vector-000000.tar::1001528.svg,156,1,0,False,False,False,False,True
yd-vector-000000.tar::1001529.svg,145,5,5,False,False,False,False,True
yd-vector-000000.tar::100153.svg,1410,1,1,False,False,False,False,True
yd-vector-000000.tar::1001530.svg,618,0,2,False,False,False,True,True
yd-vector-000000.tar::1001531.svg,1518,8,1,True,False,False,False,True
yd-vector-000000.tar::1001532.svg,677,1,0,False,False,False,False,True
yd-vector-000000.tar::1001534.svg,287,0,1,False,False,False,False,True
yd-vector-000000.tar::1001535.svg,529,4,1,False,False,False,False,True
yd-vector-000000.tar::1001536.svg,338,1,0,False,False,False,False,True
yd-vector-000000.tar::1001537.svg,426,1,0,False,False,False,False,True
yd-vector-000000.tar::1001538.svg,602,2,1,False,False,False,False,True
yd-vector-000000.tar::1001539.svg,287,1,1,False,True,False,True,True
yd-vector-000000.tar::100154.svg,5324,14,0,False,False,False,False,True
yd-vector-000000.tar::1001540.svg,288,1,0,False,False,False,False,True
yd-vector-000000.tar::1001541.svg,368,1,1,False,False,False,True,True
yd-vector-000000.tar::1001543.svg,6022,0,5,False,True,False,True,True
yd-vector-000000.tar::1001544.svg,237,3,1,False,False,False,False,True
yd-vector-000000.tar::1001545.svg,1519,8,2,True,False,False,True,True
yd-vector-000000.tar::1001546.svg,82,1,0,False,False,False,False,True
yd-vector-000000.tar::1001547.svg,430,1,1,False,False,False,False,True
yd-vector-000000.tar::1001548.svg,3729,0,7,False,False,False,True,True
yd-vector-000000.tar::1001549.svg,409,1,0,False,False,False,False,True
yd-vector-000000.tar::100155.svg,812,1,2,False,False,False,False,True
yd-vector-000000.tar::1001550.svg,2545,3,5,False,False,False,False,True
yd-vector-000000.tar::1001551.svg,507,4,2,False,False,False,True,True
yd-vector-000000.tar::1001552.svg,1041,3,3,False,True,False,False,True
yd-vector-000000.tar::1001553.svg,747,1,0,False,False,False,False,True
yd-vector-000000.tar::1001554.svg,238,2,0,False,False,False,False,True
yd-vector-000000.tar::1001555.svg,1718,2,1,False,False,False,False,True
yd-vector-000000.tar::1001556.svg,4069,12,2,False,True,False,False,True
yd-vector-000000.tar::1001557.svg,67,1,1,False,False,False,False,True
yd-vector-000000.tar::1001558.svg,1664,3,3,True,False,False,True,True
yd-vector-000000.tar::1001559.svg,173,1,2,False,False,False,False,True
yd-vector-000000.tar::100156.svg,218,0,3,False,True,False,True,True
yd-vector-000000.tar::1001560.svg,462,1,0,False,False,False,False,True
yd-vector-000000.tar::1001561.svg,401,2,1,False,True,False,False,True
yd-vector-000000.tar::1001562.svg,447,1,0,False,False,False,False,True
yd-vector-000000.tar::1001563.svg,1187,1,2,False,False,False,False,True
yd-vector-000000.tar::1001564.svg,1435,1,1,False,False,False,False,True
yd-vector-000000.tar::1001565.svg,993,1,1,False,True,False,False,True
yd-vector-000000.tar::1001566.svg,413,1,2,False,False,False,True,True
yd-vector-000000.tar::1001567.svg,2461,12,4,False,False,False,False,True
yd-vector-000000.tar::1001568.svg,612,1,1,False,False,False,False,True
yd-vector-000000.tar::1001569.svg,270,1,0,False,False,False,False,True
yd-vector-000000.tar::100157.svg,5330,31,6,False,False,False,True,True
yd-vector-000000.tar::1001570.svg,509,1,0,False,False,False,False,True
yd-vector-000000.tar::1001571.svg,5765,1,2,True,True,False,True,True
yd-vector-000000.tar::1001572.svg,329,1,0,False,False,False,False,True
yd-vector-000000.tar::1001573.svg,205,2,1,False,False,False,False,True
yd-vector-000000.tar::1001574.svg,211,1,1,False,False,False,False,True
yd-vector-000000.tar::1001575.svg,191,1,0,False,False,False,False,True
yd-vector-000000.tar::1001576.svg,359,2,1,False,False,False,False,True
yd-vector-000000.tar::1001577.svg,649,2,0,False,False,False,False,True
yd-vector-000000.tar::1001578.svg,4198,2,2,False,False,False,False,True
yd-vector-000000.tar::100158.svg,4197,10,2,False,False,False,False,True
yd-vector-000000.tar::1001580.svg,4802,31,9,False,False,False,True,True
yd-vector-000000.tar::1001581.svg,692,1,1,False,False,False,False,True
yd-vector-000000.tar::1001582.svg,655,1,3,False,True,False,False,True
yd-vector-000000.tar::1001583.svg,858,1,1,False,False,False,True,True
yd-vector-000000.tar::1001584.svg,410,1,1,False,False,False,False,True
yd-vector-000000.tar::1001585.svg,1463,8,1,False,True,False,True,True
yd-vector-000000.tar::1001586.svg,416,1,1,False,False,False,False,True
yd-vector-000000.tar::1001587.svg,288,1,1,False,False,False,False,True
yd-vector-000000.tar::1001588.svg,372,1,0,False,False,False,False,True
yd-vector-000000.tar::1001589.svg,803,1,4,False,False,False,True,True
yd-vector-000000.tar::100159.svg,559,1,4,False,True,False,False,True
yd-vector-000000.tar::1001590.svg,129,1,0,False,False,False,False,True
yd-vector-000000.tar::1001591.svg,2539,26,2,False,True,False,True,True
yd-vector-000000.tar::1001592.svg,211,1,1,False,False,False,False,True
yd-vector-000000.tar::1001593.svg,4119,0,8,False,True,False,True,True
yd-vector-000000.tar::1001594.svg,1544,7,2,False,False,False,True,True
yd-vector-000000.tar::1001595.svg,1452,14,2,False,True,False,True,True
yd-vector-000000.tar::1001596.svg,150,1,0,False,False,False,False,True
yd-vector-000000.tar::1001597.svg,129,0,1,False,False,False,False,True
yd-vector-000000.tar::1001598.svg,286,2,3,True,False,False,True,True
yd-vector-000000.tar::1001599.svg,2659,9,7,False,False,False,False,True
yd-vector-000000.tar::10016.svg,539,2,0,False,False,False,False,True
yd-vector-000000.tar::100160.svg,3977,2,1,False,True,False,True,True
yd-vector-000000.tar::1001600.svg,1546,7,5,False,False,False,False,True
yd-vector-000000.tar::1001601.svg,451,4,4,False,False,False,False,True
yd-vector-000000.tar::1001602.svg,4164,7,3,True,False,False,False,True
yd-vector-000000.tar::1001603.svg,987,9,3,False,False,False,False,True
yd-vector-000000.tar::1001604.svg,265,1,0,False,False,False,False,True
yd-vector-000000.tar::1001606.svg,503,1,1,False,False,False,False,True
yd-vector-000000.tar::1001607.svg,1232,3,1,False,False,False,True,True
yd-vector-000000.tar::1001608.svg,2041,3,7,False,False,False,True,True
yd-vector-000000.tar::1001609.svg,173,1,1,False,True,False,True,True
yd-vector-000000.tar::100161.svg,1480,3,3,False,False,False,True,True
yd-vector-000000.tar::1001610.svg,1488,6,1,False,True,False,False,True
yd-vector-000000.tar::1001611.svg,193,1,0,False,False,False,False,True
yd-vector-000000.tar::1001612.svg,667,4,0,False,False,False,False,True
yd-vector-000000.tar::1001613.svg,616,4,1,False,True,False,True,True
yd-vector-000000.tar::1001614.svg,2138,5,1,False,True,False,True,True
yd-vector-000000.tar::1001615.svg,129,1,1,False,False,False,False,True
yd-vector-000000.tar::1001616.svg,743,3,1,False,False,False,True,True
yd-vector-000000.tar::1001617.svg,925,19,1,False,False,False,True,True
yd-vector-000000.tar::1001618.svg,862,4,3,False,True,False,False,True
yd-vector-000000.tar::1001619.svg,68,0,2,False,False,False,False,True
yd-vector-000000.tar::100162.svg,1019,3,7,False,False,False,False,True
yd-vector-000000.tar::1001620.svg,755,1,0,False,False,False,False,True
yd-vector-000000.tar::1001621.svg,760,2,0,False,False,False,False,True
yd-vector-000000.tar::1001622.svg,2667,7,2,False,False,False,False,True
yd-vector-000000.tar::1001623.svg,1918,0,7,False,False,False,True,True
yd-vector-000000.tar::1001624.svg,444,1,0,False,False,False,False,True
yd-vector-000000.tar::1001625.svg,2005,7,0,False,False,False,True,True
yd-vector-000000.tar::1001626.svg,841,7,1,False,False,False,True,True
yd-vector-000000.tar::1001627.svg,687,1,2,False,False,False,True,True
yd-vector-000000.tar::1001628.svg,1611,15,6,False,False,False,False,True
yd-vector-000000.tar::1001629.svg,2177,7,3,False,True,False,False,True
yd-vector-000000.tar::100163.svg,391,1,0,False,False,False,False,True
yd-vector-000000.tar::1001630.svg,993,2,2,False,True,False,False,True
yd-vector-000000.tar::1001631.svg,834,4,1,False,True,False,True,True
yd-vector-000000.tar::1001632.svg,175,1,0,False,False,False,False,True
yd-vector-000000.tar::1001634.svg,274,2,2,False,False,False,False,True
yd-vector-000000.tar::1001635.svg,275,1,1,False,False,False,False,True
yd-vector-000000.tar::1001636.svg,366,1,0,False,False,False,False,True
yd-vector-000000.tar::1001637.svg,389,2,1,False,False,False,False,True
yd-vector-000000.tar::1001638.svg,2056,5,2,True,False,False,True,True
yd-vector-000000.tar::1001639.svg,338,1,1,False,False,False,True,True
yd-vector-000000.tar::100164.svg,6945,42,4,False,True,False,False,True
yd-vector-000000.tar::1001640.svg,164,1,0,False,False,False,False,True
yd-vector-000000.tar::1001641.svg,1825,6,4,False,False,False,False,True
